Standardized_Contract,Contract_Type,Group_Name,Exchange_Name,Abbreviated_Name,Country,Region,Year,Month,Report_Year_Month,Volume,Open_Interest
"Mini IBEX 35",Future,Equity,MEFF,MEFF,Spain,Europe,2017,7,2017-7,119124,7703
"Mini Indian Rupee",Future,Currencies,"Dubai Gold & Commodities Exchange",DGCX,"United Arab Emirates",Asia,2017,7,2017-7,76010,5375
"Mini IPC Stock Index",Future,Equity,"Mexican Derivatives Exchange",MEXDER,Mexico,"Latin America",2017,7,2017-7,3071,1612
"Mini Japan C&F Naphtha (Platts) (MJN)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,2524,2398
"Mini Japan C&F Naphtha (Platts) Balance of the Month (E6M)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,30,30
"Mini Japanese Government Bond",Future,"Interest Rates","Singapore Exchange",SGX,Singapore,Asia,2017,7,2017-7,26760,13335
"Mini Kospi 200",Future,Equity,"Korea Exchange",KRX,"South Korea",Asia,2017,7,2017-7,1146517,82664
"Mini Kospi 200",Option,Equity,"Korea Exchange",KRX,"South Korea",Asia,2017,7,2017-7,1074484,115994
"Mini Kospi 200 Daily (FMK2)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,6200,0
"Mini Lead",Future,Metals,"Multi Commodity Exchange of India",MCX,India,Asia,2017,7,2017-7,491181,4577
"Mini Low Sulphur Gasoil (10 MT)",Future,Energy,"ICE Futures Singapore",IFSG,Singapore,Asia,2017,7,2017-7,530,270
"Mini MSCI ACWI NTR",Future,Equity,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,0,42526
"Mini MSCI Canada Index",Future,Equity,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,2,1
"Mini MSCI EAFE Index",Future,Equity,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,289826,328416
"Mini MSCI EM Asia NTR",Future,Equity,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,2223,57498
"Mini MSCI Emerging Markets",Future,Equity,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,1108393,1064201
"Mini MSCI Emerging Markets",Option,Equity,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,0,600
"Mini MSCI Emerging Markets Latin America Index",Future,Equity,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,524,179
"Mini MSCI Europe Index",Future,Equity,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,600,605
"Mini MSCI Pan Euro Index",Future,Equity,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,573,5846
"Mini MSCI World Index",Future,Equity,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,72,221
"Mini Nasdaq Non-Financial 100 Index (MNX)",Option,Equity,"Chicago Board Options Exchange",CBOE,"United States","North America",2017,7,2017-7,56,NULL
"Mini Nasdaq Non-Financial 100 Index (MNX)",Option,Equity,"International Securities Exchange Gemini","ISE GEMINI","United States","North America",2017,7,2017-7,30,NULL
"Mini Nasdaq Non-Financial 100 Index (MNX)",Option,Equity,"NYSE Amex",AMEX,"United States","North America",2017,7,2017-7,5,NULL
"Mini Nasdaq Non-Financial 100 Index (MNX)",Option,Equity,"NYSE Arca",ARCA,"United States","North America",2017,7,2017-7,48,NULL
"Mini Nasdaq Non-Financial 100 Index (MNX)",Option,Equity,OCC,OCC,"United States","North America",2017,7,2017-7,NULL,3886
"Mini Nikkei 225",Future,Equity,"Singapore Exchange",SGX,Singapore,Asia,2017,7,2017-7,36028,1234
"Mini Offshore Renminbi",Future,Currencies,"ICE Futures Singapore",IFSG,Singapore,Asia,2017,7,2017-7,100,0
"Mini RBOB Gasoline vs. Gasoline Euro-Bob Oxy NWE Barges (Argus) (MXB)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,3372,4165
"Mini RBOB Gasoline vs. Gasoline Euro-Bob Oxy NWE Barges (Argus) Balance of the Month (MXR)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,402,402
"Mini S&P 500 Index (XSP)",Option,Equity,"Chicago Board Options Exchange",CBOE,"United States","North America",2017,7,2017-7,318616,NULL
"Mini S&P 500 Index (XSP)",Option,Equity,OCC,OCC,"United States","North America",2017,7,2017-7,NULL,419768
"Mini S&P/MIB Index",Future,Equity,"Borsa Italiana (IDEM)",IDEM,Italy,Europe,2017,7,2017-7,270457,5089
"Mini Silver",Future,Metals,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,5454,1368
"Mini Singapore Fuel Oil 180 CST (Platts) (0F)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,949,1747
"Mini Singapore Fuel Oil 380 CST (Platts) (MTS)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,4294,9927
"Mini Singapore Fuel Oil 380 CST (Platts) Balance of the Month (MTB)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,270,270
"Mini Singapore Gasoil (Platts) (MSG)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,163,312
"Mini Soybean",Future,Agriculture,"Chicago Board of Trade",CBOT,"United States","North America",2017,7,2017-7,23732,21360
"Mini Taiex (MTX)",Future,Equity,"Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,7,2017-7,1883819,36017
"Mini ULSD 10 PPM Cargoes CIF MED (Platts) vs. Low Sulphur Gasoil (UCM)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,47,174
"Mini ULSD 10 PPM Cargoes CIF NWE (Platts) vs. Low Sulphur Gasoil (MGN)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,180,584
"Mini US Dollar",Future,Currencies,"Bolsa de Mercadorias & Futuros",BMF,Brazil,"Latin America",2017,7,2017-7,12959448,83476
"Mini US Dollar",Future,Currencies,"Bolsa de Valores de Colombia",BVC,Colombia,"Latin America",2017,7,2017-7,11259,924
"Mini US Dollar Index",Future,Currencies,"ICE Futures Singapore",IFSG,Singapore,Asia,2017,7,2017-7,499,19
"Mini VSTOXX",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,1082191,299884
"Mini Wheat",Future,Agriculture,"Chicago Board of Trade",CBOT,"United States","North America",2017,7,2017-7,8532,2872
"Mini WTI Crude",Future,Energy,"ICE Futures Singapore",IFSG,Singapore,Asia,2017,7,2017-7,65886,2920
"Mini Zinc",Future,Metals,"Multi Commodity Exchange of India",MCX,India,Asia,2017,7,2017-7,805919,11033
"Mini-ASX SPI 200",Future,Equity,"ASX 24","ASX 24",Australia,Asia,2017,7,2017-7,763,68
Mini-DAX,Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,432370,9590
Mini-Topix,Future,Equity,"Japan Exchange",JPX,Japan,Asia,2017,7,2017-7,291035,25919
"miNY Gold (QO)",Future,Metals,"Commodity Exchange (COMEX)",COMEX,"United States","North America",2017,7,2017-7,7215,512
"miNY Silver (QI)",Future,Metals,"Commodity Exchange (COMEX)",COMEX,"United States","North America",2017,7,2017-7,915,116
"MISO Indiana Hub (formerly Cinergy Hub) 5 Month Peak Calendar-Month Real-Time (H3)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,2205,45483
"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Off-Peak Calendar-Month 5 MW (K2)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,80000,322600
"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW (H5)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,855,14059
"MISO Indiana Hub (formerly Cinergy Hub) Off-Peak LMP (EJ)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,120
"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW (H4)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,104240,597264
"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Peak Calendar-Month 2.5 MW (EM)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,288
"MISO Indiana Hub Day-Ahead Off-Peak Calendar-Day 5 MW (FAD)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,25960
"MISO Indiana Hub Day-Ahead Off-Peak Financial (50 MWH) (MCDQ)",Future,Energy,"Nasdaq NFX",NFX,"United States","North America",2017,7,2017-7,0,16364
"MISO Indiana Hub Day-Ahead Peak Calendar-Day 5 MW (PDD)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,2655
"MISO Indiana Hub Day-Ahead Peak Financial (5 MW) (MCBQ)",Future,Energy,"Nasdaq NFX",NFX,"United States","North America",2017,7,2017-7,0,1275
"MISO Indiana Hub Day-Ahead Peak Financial (50 MW) (MCCQ)",Future,Energy,"Nasdaq NFX",NFX,"United States","North America",2017,7,2017-7,0,769
"MISO Indiana Hub Real-Time Off-Peak Calendar-Day 5 MW (FTD)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,4704
"MISO Indiana Hub Real-Time Off-Peak Financial (50 MWH) (CPOQ)",Future,Energy,"Nasdaq NFX",NFX,"United States","North America",2017,7,2017-7,3720,15788
"MISO Indiana Hub Real-Time Peak Calendar-Day 5 MW (PTD)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,444
"MISO Indiana Hub Real-Time Peak Financial (50 MW) (CINQ)",Future,Energy,"Nasdaq NFX",NFX,"United States","North America",2017,7,2017-7,317,1491
"MISO Indiana Hub Real-Time Peak Mini Financial (5 MW) (MCHQ)",Future,Energy,"Nasdaq NFX",NFX,"United States","North America",2017,7,2017-7,0,4920
"MISO Michigan Hub 5 MW Off-Peak Calendar-Month Day-Ahead (HMO)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,117360
"MISO Michigan Hub 5 MW Peak Calendar-Month Day-Ahead (HMW)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,7440
"Mont Belvieu Ethane (OPIS) (C0)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,12293,75607
"Mont Belvieu Ethane (OPIS) Average Price (4J)",Option,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,3135
"Mont Belvieu Ethylene (PCW) Balance of the Month (MBB)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,100,100
"Mont Belvieu Ethylene (PCW) Financial (MBN)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,1730,3711
"Mont Belvieu Iso-Butane (OPIS) (8I)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,406,3831
"Mont Belvieu LDH Iso-Butane (OPIS) (MBL)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,128
"Mont Belvieu LDH Propane (OPIS) (B0)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,72188,109148
"Mont Belvieu LDH Propane (OPIS) Average Price (4H)",Option,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,555,2781
"Mont Belvieu LDH Propane (OPIS) Balance of the Month (8O)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,1495,1090
"Mont Belvieu Natural Gasoline (OPIS) (7Q)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,3408,9563
"Mont Belvieu Natural Gasoline (OPIS) Balance of the Month (R0)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,145,145
"Mont Belvieu Normal Butane (OPIS) (D0)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,23552,42090
"Mont Belvieu Normal Butane (OPIS) Average Price (4K)",Option,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,200,200
"Mont Belvieu Normal Butane (OPIS) Balance of the Month (8J)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,294,275
"Mont Belvieu Normal Butane LDH (OPIS) (MNB)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,2279,3142
"Mont Belvieu Spot Ethylene In-Well (MBE)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,1900,1210
"Monthly Overnight Repo Rate",Future,"Interest Rates","Borsa Istanbul",BIST,Turkey,Other,2017,7,2017-7,2,1
"MR26 Bond",Future,"Interest Rates","Mexican Derivatives Exchange",MEXDER,Mexico,"Latin America",2017,7,2017-7,1900,6200
"MSCI AC Asia Pacific ex Japan",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,340,2663
"MSCI AC Asia Pacific Ex Japan",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,0,234
"MSCI ACWI",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,50,281
"MSCI All Countries Asia Ex Japan Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,1430,19853
"MSCI Australia (FMAU)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,6951,25568
"MSCI AWI NTR Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,17345,43306
"MSCI Brazil Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,2255,13947
"MSCI Canada GTR (USD)(FMGC)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,1670,20657
"MSCI Canada NTR (USD) (FMCA)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,1,1
"MSCI Chile",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,700,6751
"MSCI China Free",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,6892,100163
"MSCI China Index",Future,Equity,"Singapore Exchange",SGX,Singapore,Asia,2017,7,2017-7,3944,294
"MSCI Colombia",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,110,1236
"MSCI Czech Rep (FMCZ)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,0,306
"MSCI EAFE (MXEA)",Option,Equity,"Chicago Board Options Exchange",CBOE,"United States","North America",2017,7,2017-7,4472,NULL
"MSCI EAFE (MXEA)",Option,Equity,OCC,OCC,"United States","North America",2017,7,2017-7,NULL,22195
"MSCI EAFE Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,0,26
"MSCI EAFE NTR (USD) (FMFA)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,793,793
"MSCI EAFE Price Index (FMFP)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,1299,1552
"MSCI EAFE Price Index (OMFP)",Option,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,7406,9270
"MSCI Egypt",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,0,47
"MSCI EM EMEA Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,NULL,787
"MSCI EM Lat Am Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,0,24
"MSCI Emerging Markets",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,4880,82614
"MSCI Emerging Markets (EM) Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,19228,104468
"MSCI Emerging Markets Asia",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,98603,192711
"MSCI Emerging Markets Asia (OMEA)",Option,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,0,8387
"MSCI Emerging Markets EMEA",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,7426,57502
"MSCI Emerging Markets Index (MXEF)",Option,Equity,"Chicago Board Options Exchange",CBOE,"United States","North America",2017,7,2017-7,2647,NULL
"MSCI Emerging Markets Index (MXEF)",Option,Equity,OCC,OCC,"United States","North America",2017,7,2017-7,NULL,4696
"MSCI Emerging Markets Latin America",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,4429,32564
"MSCI Emerging Markets Net TR EUR Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,3654,18978
"MSCI Emerging Markets NTR (EUR) (OMEN)",Option,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,0,11643
"MSCI Emerging Markets NTR (USD) (OMEM)",Option,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,18366,80431
"MSCI Emerging Markets USD (OMEF)",Option,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,11111,31660
"MSCI EMU Net Total Return EUR - Standard Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,0,10414
"MSCI EMU NTR (EUR) (FMMU)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,5376,5700
"MSCI Europe",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,36489,114987
"MSCI Europe",Option,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,0,3623
"MSCI Europe (FMEF)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,1360,13115
"MSCI Europe (FMEN)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,344,5944
"MSCI Europe (FMEP)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,1,8809
"MSCI Europe Consumer Disc NTR (EUR) Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,381,642
"MSCI Europe Consumer Stap NTR (EUR) Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,0,233
"MSCI Europe Ex UK Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,0,148
"MSCI Europe Financials NTR (EUR) Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,0,274
"MSCI Europe Growth (FMEG)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,275,1777
"MSCI Europe GTR (USD) (FMGU)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,6,3714
"MSCI Europe Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,0,51467
"MSCI Europe Materials NTR (EUR) Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,0,389
"MSCI Europe Net Total Return EUR Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,6645,38680
"MSCI Europe NTR (USD) (FMED)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,23930,71218
"MSCI Europe Value (FMEV)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,26,832
"MSCI France GTR (EUR) (FMGF)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,3930,11590
"MSCI Hong Kong",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,722,8880
"MSCI Hungary (FMHU)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,0,109
"MSCI India (FMIN)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,930,3712
"MSCI India Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,6984,53457
"MSCI India Index",Future,Equity,"Singapore Exchange",SGX,Singapore,Asia,2017,7,2017-7,6339,116
"MSCI India NTR Index",Future,Equity,"Singapore Exchange",SGX,Singapore,Asia,2017,7,2017-7,3101,735
"MSCI Indonesia",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,2175,23093
"MSCI Indonesia Index",Future,Equity,"Singapore Exchange",SGX,Singapore,Asia,2017,7,2017-7,20476,5396
"MSCI Japan Index",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,37439,93244
"MSCI Japan Index",Future,Equity,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,4,139
"MSCI Malaysia",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,2064,14779
"MSCI Mexico",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,2227,18592
