Standardized_Contract,Contract_Type,Group_Name,Exchange_Name,Parent_Name,Abbreviated_Name,Country,Region,Year,Month,Report_Year_Month,Date,Volume,Open_Interest
Euro/British Pound 125,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,390,433
Euro/Canadian Dollar,Future,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,3298,1548
Euro/Canadian Dollar 125,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,171,67
Euro/Hungarian Forint,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,1634,3999
Euro/Indian Rupee,Future,Currencies,National Stock Exchange of India,National Stock Exchange of India,NSE,India,Asia,2017,8,2017-08,8/1/2017,1913230,161486
Euro/Japanese Yen,Future,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,74677,21460
Euro/Japanese Yen,Future,Currencies,Tokyo Financial Exchange,Tokyo Financial Exchange,TFX,Japan,Asia,2017,8,2017-08,8/1/2017,192629,73319
Euro/Japanese Yen (Large),Future,Currencies,Tokyo Financial Exchange,Tokyo Financial Exchange,TFX,Japan,Asia,2017,8,2017-08,8/1/2017,485,42
Euro/Japanese Yen 125,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,1845,1049
Euro/Norwegian Krone,Future,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,321,55
Euro/Norwegian Krone 125,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,766,1820
Euro/Rand,Future,Currencies,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,80662,157378
Euro/Rand,Option,Currencies,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,17286,77801
Euro/South African Rand,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,93,13
Euro/Swedish Krona,Future,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,446,783
Euro/Swedish Krona 125,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,1765,2973
Euro/Swiss Franc,Future,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,37379,12075
Euro/Swiss Franc,Future,Currencies,Tokyo Financial Exchange,Tokyo Financial Exchange,TFX,Japan,Asia,2017,8,2017-08,8/1/2017,6280,498
Euro/Swiss Franc 125,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,391,33
EURO/TRY,Option,Currencies,Budapest Stock Exchange,CEE Stock Exchange Group,BSE,Hungary,Europe,2017,8,2017-08,8/1/2017,0,3900
Euro/US Dollar,Future,Currencies,Tokyo Financial Exchange,Tokyo Financial Exchange,TFX,Japan,Asia,2017,8,2017-08,8/1/2017,117338,65207
Euro/US Dollar (Large),Future,Currencies,Tokyo Financial Exchange,Tokyo Financial Exchange,TFX,Japan,Asia,2017,8,2017-08,8/1/2017,410,64
Euro/US Dollar 125,Future,Currencies,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,12203,1697
Euro/US Dollar Cross Currency,Future,Currencies,Borsa Istanbul,Borsa Istanbul,BIST,Turkey,Other,2017,8,2017-08,8/1/2017,228346,12506
Eurodollar,Future,Interest Rates,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,44393530,13873091
Eurodollar,Future,Interest Rates,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,10,1757
Eurodollar,Future,Interest Rates,Singapore Exchange,Singapore Exchange,SGX,Singapore,Asia,2017,8,2017-08,8/1/2017,0,5893
Eurodollar,Option,Interest Rates,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,7458409,24652645
Eurodollar - Mid-Curve,Option,Interest Rates,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,15046191,16254196
European 1% Fuel Oil Barges FOB Rotterdam (Platts) (UH),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,3,13
European 1% Fuel Oil Barges FOB Rotterdam (Platts) Balance of the Month (6L),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,5,5
European 1% Fuel Oil Cargoes FOB MED (Platts) (EFM),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,25,68
European 1% Fuel Oil Cargoes FOB MED vs. European 1% Fuel Oil Cargoes FOB NWE Spread (Platts) (ENS),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,20,80
European 1% Fuel Oil Cargoes FOB NWE (Platts) (UF),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,20,37
European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) (UV),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,2762,8567
European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) Average Price (Q6),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,200
European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) Balance of the Month (KR),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,225,225
European 3.5% Fuel Oil Cargoes FOB MED (Platts) (UI),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,10,374
European 3.5% Fuel Oil Cargoes FOB MED (Platts) Balance of the Month (EFF),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,10,10
European Diesel 10 PPM Barges FOB Rotterdam (Platts) vs. Low Sulphur Gasoil (ET),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,66,271
European Jet Kerosene Cargoes CIF NWE (Platts) (UJ),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,42,78
European Low Sulphur Gasoil (100 MT) Bullet (7F),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,3945,1284
European Low Sulphur Gasoil Brent Crack Spread (GZ),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,4545,23260
European Low Sulphur Gasoil Bullet (BG),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,30
European Low Sulphur Gasoil Calendar (12 Month) Spread (GXZ),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,230
European Low Sulphur Gasoil Financial (GX),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,50
European Naphtha (Platts) Balance of the Month (KZ),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,331,326
European Naphtha (Platts) Crack Spread (EN),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,6783,12157
European Naphtha (Platts) Crack Spread Balance of the Month (43),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,288,273
European Naphtha Cargoes CIF NWE (Platts) (UN),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,3342,2702
European Propane CIF ARA (Argus) (PS),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,1450,1623
European Propane CIF ARA (Argus) Balance of the Month (32),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,93,72
European Propane CIF ARA (Argus) vs. Naphtha Cargoes CIF NWE (Platts) (EPN),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,645,770
EURPLN,Future,Currencies,Warsaw Stock Exchange,Warsaw Stock Exchange,WSE,Poland,Europe,2017,8,2017-08,8/1/2017,6677,6935
Exchange Traded Funds,Future,Equity,OneChicago,OneChicago,OCX,United States,North America,2017,8,2017-08,8/1/2017,237017,110906
Exchange Traded Funds (ETC),Option,Equity,Taiwan Futures Exchange,Taiwan Futures Exchange,TAIFEX,Taiwan,Asia,2017,8,2017-08,8/1/2017,13632,5442
Exchange Traded Funds (ETF),Future,Equity,Taiwan Futures Exchange,Taiwan Futures Exchange,TAIFEX,Taiwan,Asia,2017,8,2017-08,8/1/2017,120993,19213
Exchange Traded Funds Options,Option,Equity,B3,B3,B3,Brazil,Latin America,2017,8,2017-08,8/1/2017,4815428,448428
FBIST ETF,Future,Equity,Borsa Istanbul,Borsa Istanbul,BIST,Turkey,Other,2017,8,2017-08,8/1/2017,434,1
Federal Funds,Future,Interest Rates,Chicago Board of Trade,CME Group,CBOT,United States,North America,2017,8,2017-08,8/1/2017,3111302,1795750
Federal Funds,Option,Interest Rates,Chicago Board of Trade,CME Group,CBOT,United States,North America,2017,8,2017-08,8/1/2017,3300,2901
Feed Corn,Future,Agriculture,Budapest Stock Exchange,CEE Stock Exchange Group,BSE,Hungary,Europe,2017,8,2017-08,8/1/2017,0,163
Feeder Cattle,Future,Agriculture,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,383206,54440
Feeder Cattle,Option,Agriculture,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,41183,57379
Ferrosilicon,Future,Metals,Zhengzhou Commodity Exchange,Zhengzhou Commodity Exchange,ZCE,China,Asia,2017,8,2017-08,8/1/2017,2611758,76584
Fertilizer,Future,Other,Chicago Board of Trade,CME Group,CBOT,United States,North America,2017,8,2017-08,8/1/2017,800,700
Fertilizer Product,Future,Other,Chicago Board of Trade,CME Group,CBOT,United States,North America,2017,8,2017-08,8/1/2017,2120,2770
Fibre Board,Future,Agriculture,Dalian Commodity Exchange,Dalian Commodity Exchange,DCE,China,Asia,2017,8,2017-08,8/1/2017,56,12
Flat Glass (FG),Future,Other,Zhengzhou Commodity Exchange,Zhengzhou Commodity Exchange,ZCE,China,Asia,2017,8,2017-08,8/1/2017,3290079,153749
Flexes,Future,Interest Rates,Eris Exchange,Eris Exchange,ERIS,United States,North America,2017,8,2017-08,8/1/2017,0,27453
Flexible BOVA11 Index,Option,Equity,B3,B3,B3,Brazil,Latin America,2017,8,2017-08,8/1/2017,29020,21844
Flexible Bovespa Stock Index,Option,Equity,B3,B3,B3,Brazil,Latin America,2017,8,2017-08,8/1/2017,66649,119359
Flexible H-shares Index,Option,Equity,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,HKEX,Hong Kong,Asia,2017,8,2017-08,8/1/2017,0,16666
Flexible Spot Interest Rate Index,Option,Other,B3,B3,B3,Brazil,Latin America,2017,8,2017-08,8/1/2017,187446,778435
Flexible US Dollar,Option,Currencies,B3,B3,B3,Brazil,Latin America,2017,8,2017-08,8/1/2017,3845,391945
Forward Exchange Rate,Future,Currencies,B3,B3,B3,Brazil,Latin America,2017,8,2017-08,8/1/2017,26,19127
Forward Freight Agreement,Future,Other,SGX,Singapore Exchange,SGX ASIACLEAR,Singapore,Asia,2017,8,2017-08,8/1/2017,39978,53875
Freight Route Liquid Petroleum Gas (Baltic) (FLP),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,403,965
French Power Base (NPC Other),Future,Energy,Nasdaq Commodities,Nasdaq,NOC,Sweden,Europe,2017,8,2017-08,8/1/2017,25,11
Frozen Shrimp,Future,Agriculture,Osaka Dojima Commodity Exchange,Japan Exchange,ODE,Japan,Asia,2017,8,2017-08,8/1/2017,263,0
FTSE 100,Option,Equity,North American Derivative Exchange,North American Derivative Exchange,NADEX,United States,North America,2017,8,2017-08,8/1/2017,2145,
FTSE 100 Declared Dividend,Future,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,0,4610
FTSE 100 Dividend Index,Future,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,11176,161160
FTSE 100 Equally Weighted TR Index,Future,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,0,1260
FTSE 100 Euro FLEX Index,Option,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,2236,3760
FTSE 100 Index,Future,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,1848118,774518
FTSE 100 Index,Option,Equity,LSE Derivatives Market,London Stock Exchange Group,LSEDM,United Kingdom,Europe,2017,8,2017-08,8/1/2017,20,0
FTSE 100 Index (ESX),Option,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,758305,2415991
FTSE 100 Margin,Future,Equity,Tokyo Financial Exchange,Tokyo Financial Exchange,TFX,Japan,Asia,2017,8,2017-08,8/1/2017,41895,20014
FTSE 100 Mini Index (UKXM),Option,Equity,Chicago Board Options Exchange,CBOE Holdings,CBOE,United States,North America,2017,8,2017-08,8/1/2017,1,
FTSE 100 Mini Index (UKXM),Option,Equity,OCC,OCC,OCC,United States,North America,2017,8,2017-08,8/1/2017,,1
FTSE 250 Index FLEX,Option,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,848,5653
FTSE 250 £2,Future,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,8390,32571
FTSE China A50 Index,Future,Equity,Singapore Exchange,Singapore Exchange,SGX,Singapore,Asia,2017,8,2017-08,8/1/2017,6087300,643149
FTSE EPRA Europe,Future,Equity,Euronext Derivatives Market,Euronext,EURONEXT,United Kingdom,Europe,2017,8,2017-08,8/1/2017,1310,7356
FTSE/Athex Large Cap,Future,Equity,Athens Derivatives Exchange,Athens Derivatives Exchange,ADEX,Greece,Other,2017,8,2017-08,8/1/2017,37355,4577
FTSE/Athex Large Cap,Option,Equity,Athens Derivatives Exchange,Athens Derivatives Exchange,ADEX,Greece,Other,2017,8,2017-08,8/1/2017,3757,1786
FTSE/JSE Capped Shareholder Weighted 40 Index (DCAP),Future,Equity,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,80851,81523
FTSE/JSE Capped Shareholder Weighted 40 Index (DCAP),Option,Equity,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,11236,5618
FTSE/JSE Equally Weighted TOP 40 (ETOP),Future,Equity,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,550,550
FTSE/JSE Financial 15 Index (FINI),Future,Equity,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,840,0
FTSE/JSE FNDI 30 Index (FNDI),Future,Equity,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,18,210
FTSE/JSE Shareholder Weighted Top 40 Index (DTOP),Future,Equity,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,491535,528622
FTSE/JSE Shareholder Weighted Top 40 Index (DTOP),Option,Equity,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,249404,786579
FTSE/JSE Top 40 Index (ALSI),Future,Equity,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,588068,204555
FTSE/JSE Top 40 Index (ALSI),Option,Equity,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,171767,276347
FTSE/JSE Top 40 Index - Mini (ALMI),Future,Equity,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,31921,3391
Fuel Oil,Future,Energy,Nasdaq Commodities,Nasdaq,NOC,Sweden,Europe,2017,8,2017-08,8/1/2017,106094,315740
Fuel Oil,Future,Energy,Shanghai Futures Exchange,Shanghai Futures Exchange,SHFE,China,Asia,2017,8,2017-08,8/1/2017,67,2
Fuel Oil 3.5% FOB Rotterdam Barge Financial (BARQ),Future,Other,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,15
Gas Oil,Future,Energy,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,6950301,940349
Gas Oil (Barge Delivered),Future,Energy,Tokyo Commodity Exchange,Tokyo Commodity Exchange,TOCOM,Japan,Asia,2017,8,2017-08,8/1/2017,660,0
Gas Oil (Lorry Delivered),Future,Energy,Tokyo Commodity Exchange,Tokyo Commodity Exchange,TOCOM,Japan,Asia,2017,8,2017-08,8/1/2017,660,0
Gasoil,Option,Energy,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,17255,52308
Gasoil 0.1 Barges FOB Rotterdam (Platts) (VL),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,5,30
Gasoil 0.1 Barges FOB Rotterdam (Platts) vs. Low Sulphur Gasoil (WQ),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,140
Gasoil 0.1 Cargoes CIF MED (Platts) vs. Low Sulphur Gasoil (Z5),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,25
Gasoline,Future,Energy,Tokyo Commodity Exchange,Tokyo Commodity Exchange,TOCOM,Japan,Asia,2017,8,2017-08,8/1/2017,49407,10608
Gasoline (Barge Delivered),Future,Energy,Tokyo Commodity Exchange,Tokyo Commodity Exchange,TOCOM,Japan,Asia,2017,8,2017-08,8/1/2017,673,1
Gasoline (Lorry Delivered),Future,Energy,Tokyo Commodity Exchange,Tokyo Commodity Exchange,TOCOM,Japan,Asia,2017,8,2017-08,8/1/2017,723,2
Gasoline Euro-Bob Oxy NWE Barges (Argus) (7H),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,7202,5227
Gasoline Euro-Bob Oxy NWE Barges (Argus) Balance of the Month (7R),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,220,209
Gasoline Euro-Bob Oxy NWE Barges (Argus) Crack Spread (7K),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,22615,28996
Gasoline EuroBob Oxy NWE Barges (Argus) vs European Naphtha CIF NWE (Platts) (EGN),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,18
GBP/HUF,Future,Currencies,Budapest Stock Exchange,CEE Stock Exchange Group,BSE,Hungary,Europe,2017,8,2017-08,8/1/2017,7616,18638
GBP/Indian Rupee,Future,Currencies,Metropolitan Stock Exchange of India,Metropolitan Stock Exchange of India,MSEI,India,Asia,2017,8,2017-08,8/1/2017,8862,3775
GBP/INR,Future,Currencies,BSE,BSE,BSE India,India,Asia,2017,8,2017-08,8/1/2017,105645,5627
GBP/JPY,Option,Currencies,North American Derivative Exchange,North American Derivative Exchange,NADEX,United States,North America,2017,8,2017-08,8/1/2017,18827,
GBP/USD,Future,Currencies,Budapest Stock Exchange,CEE Stock Exchange Group,BSE,Hungary,Europe,2017,8,2017-08,8/1/2017,1700,1700
GBP/USD,Future,Currencies,Moscow Exchange,Moscow Exchange,MOEX,Russia,Europe,2017,8,2017-08,8/1/2017,109944,10282
GBP/USD,Option,Currencies,North American Derivative Exchange,North American Derivative Exchange,NADEX,United States,North America,2017,8,2017-08,8/1/2017,72220,
GBP/USD Premium Quoted (European Style) – 2 PM Fix,Option,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,235577,155911
GBPPLN,Future,Currencies,Warsaw Stock Exchange,Warsaw Stock Exchange,WSE,Poland,Europe,2017,8,2017-08,8/1/2017,2206,1696
gC Newcastle Coal,Future,Energy,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,16108,25559
gC Newcastle Coal,Option,Energy,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,1200,32736
GCF Repo Mortgage Backed Securities Index,Future,Interest Rates,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,226,275
GCF Repo US Treasury Index,Future,Interest Rates,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,14191,7657
German Natural Gas,Future,Energy,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,197,857
German Power Base (Day),Future,Energy,Nasdaq Commodities,Nasdaq,NOC,Sweden,Europe,2017,8,2017-08,8/1/2017,940,0
German Power Base (Month),Future,Energy,Nasdaq Commodities,Nasdaq,NOC,Sweden,Europe,2017,8,2017-08,8/1/2017,114,2251
German Power Base (NPC Other),Future,Energy,Nasdaq Commodities,Nasdaq,NOC,Sweden,Europe,2017,8,2017-08,8/1/2017,25,0
