Exchange_Name,Reported_Instrument_Name,Report_Month_Name,Report_Year,Report_Year_Month,Volume,Open_Interest
Chicago Board of Trade,$25 Dow Jones Industrial Index,July,2009,2009-07,225,
Mercado a Termino de Buenos Aires,Barley,February,2012,2012-02,221,
New York Mercantile Exchange,California Oregon Border Electricity,January,1999,1999-01,220,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),June,2007,2007-06,220,
New York Mercantile Exchange,California Oregon Border Electricity,April,1996,1996-04,219,
Chicago Board of Trade,"5,000 oz. Silver",August,2008,2008-08,219,
NYSE Amex,Airline Index,August,1997,1997-08,218,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),March,2009,2009-03,218,
Chicago Mercantile Exchange,90 Day T-Bills,May,2003,2003-05,216,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),June,2008,2008-06,213,
Singapore International Monetary Exchange,Brent Crude,May,2000,2000-05,213,
"Liffe Derivatives Market - Liffe, Uk",Barley,June,2000,2000-06,212,
Chicago Board of Trade,7 Year Interest Rate Swap,September,2008,2008-09,211,
Philadelphia Stock Exchange,Airline Index,April,1995,1995-04,210,
Chicago Mercantile Exchange,British Pound/Japanese Yen,August,2008,2008-08,209,
Chicago Mercantile Exchange,5 Year SWAP,July,2002,2002-07,209,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),June,2008,2008-06,207,
Chicago Mercantile Exchange,British Pound/Japanese Yen,November,2002,2002-11,204,
"Liffe Derivatives Market - Liffe, Uk",Barley,June,1999,1999-06,202,
Chicago Board of Trade,$25 Dow Jones Industrial Index,December,2009,2009-12,201,
Nyse Liffe U.S.,"5,000 oz. Silver",March,2012,2012-03,201,
Nyse Liffe U.S.,"5,000 oz. Silver",September,2008,2008-09,201,
New York Mercantile Exchange,Alberta Pipe,December,2007,2007-12,200,
Chicago Mercantile Exchange,5 Year SWAP,April,2003,2003-04,200,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),September,2010,2010-09,200,
Montreal Exchange,Banking Index (SXB),July,2007,2007-07,200,
"Liffe Derivatives Market - Liffe, Uk",Barley,January,2000,2000-01,198,
Chicago Mercantile Exchange,90 Day T-Bills,June,2003,2003-06,197,
New York Board of Trade,BFP Milk,December,1999,1999-12,196,
Chicago Mercantile Exchange,Argentine FRB Bond,November,1996,1996-11,196,
Chicago Board of Trade,2 Year Treasury Note,March,2004,2004-03,195,
Chicago Mercantile Exchange,British Pound/Japanese Yen,September,2008,2008-09,194,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),September,2009,2009-09,192,
ICE Futures U.S.,Australian Dollar/New Zealand,July,2008,2008-07,191,
New York Board of Trade,Australian Dollar/New Zealand,April,2002,2002-04,188,
Chicago Mercantile Exchange,British Pound/Japanese Yen,April,2009,2009-04,187,
Chicago Mercantile Exchange,Boneless Beef Trimmings,January,1998,1998-01,184,
New York Board of Trade,Australian Dollar/New Zealand,February,2001,2001-02,184,
Chicago Mercantile Exchange,90 Day T-Bills,December,2002,2002-12,184,
Mercado a Termino de Buenos Aires,Barley,October,2012,2012-10,184,
Chicago Board of Trade,"5,000 oz. Silver",January,2008,2008-01,183,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),September,2010,2010-09,182,
Chicago Board of Trade,"5,000 oz. Silver",July,2006,2006-07,181,
Nyse Liffe U.S.,"5,000 oz. Silver",September,2012,2012-09,179,
Chicago Board of Trade,7 Year Interest Rate Swap,October,2009,2009-10,177,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),May,2011,2011-05,176,
Chicago Board of Trade,$25 Dow Jones Industrial Index,October,2009,2009-10,176,
New York Board of Trade,BFP Milk,October,1999,1999-10,175,
New York Mercantile Exchange,California Oregon Border Electricity,July,1999,1999-07,175,
National Commodity & Derivatives Exchange,Barley,November,2008,2008-11,173,
New York Mercantile Exchange,California Oregon Border Electricity,November,1998,1998-11,172,
Chicago Board of Trade,"5,000 oz. Silver",August,2006,2006-08,171,
Chicago Mercantile Exchange,British Pound/Japanese Yen,January,2009,2009-01,168,
Nyse Liffe U.S.,"5,000 oz. Silver",July,2012,2012-07,166,
New York Mercantile Exchange,California Oregon Border Electricity,August,2000,2000-08,163,
Chicago Board of Trade,$25 Dow Jones Industrial Index,June,2009,2009-06,163,
Chicago Board of Trade,$25 Dow Jones Industrial Index,October,2010,2010-10,163,
Chicago Board of Trade,2 Year Treasury Note,May,2004,2004-05,163,
"Euronext - Liffe, Uk",Barley,April,2002,2002-04,163,
New York Board of Trade,BFP Milk,September,1999,1999-09,162,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),March,2007,2007-03,162,
New York Mercantile Exchange,AER-Dayton Hub Daily Electricity Futures - Peak,January,2006,2006-01,160,
Philadelphia Stock Exchange,Airline Index,July,1995,1995-07,160,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,May,2007,2007-05,160,
Chicago Board of Trade,$25 Dow Jones Industrial Index,February,2010,2010-02,158,
"Euronext - Liffe, Uk",Barley,February,2001,2001-02,158,
Chicago Mercantile Exchange,1 Year T-Bills,March,1994,1994-03,157,
Chicago Mercantile Exchange,British Pound/Japanese Yen,January,2005,2005-01,156,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),April,2009,2009-04,156,
Chicago Board of Trade,$25 Dow Jones Industrial Index,July,2010,2010-07,155,
Bolsa de Mercadorias & Futuros,Bovespa Stock Options Volatility,August,2009,2009-08,155,
Chicago Mercantile Exchange,British Pound/Japanese Yen,March,2004,2004-03,154,
Chicago Board of Trade,"5,000 oz. Silver",July,2008,2008-07,154,
Chicago Board of Trade,"5,000 oz. Silver",January,2007,2007-01,153,
Chicago Mercantile Exchange,Argentine FRB Bond,March,1997,1997-03,151,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),November,2009,2009-11,150,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),December,2009,2009-12,150,
Chicago Mercantile Exchange,British Pound/Japanese Yen,June,2009,2009-06,148,
Chicago Mercantile Exchange,British Pound/Japanese Yen,April,2005,2005-04,148,
New York Mercantile Exchange,Capesize Time Charter Average (Baltic) Swap (CFU),September,2010,2010-09,147,
New York Mercantile Exchange,California Oregon Border Electricity,November,1996,1996-11,146,
New York Board of Trade,Australian Dollar/New Zealand,October,2001,2001-10,146,
Chicago Mercantile Exchange,British Pound/Japanese Yen,February,2009,2009-02,146,
Chicago Mercantile Exchange,British Pound/Japanese Yen,June,2008,2008-06,146,
Chicago Mercantile Exchange,5 Year SWAP,May,2002,2002-05,145,
Eurex,Butter Futures,April,2012,2012-04,145,
New York Mercantile Exchange,Brent (Euro Denominated) Financial (IBE),November,2012,2012-11,144,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),July,2007,2007-07,144,
Chicago Board of Trade,$25 Dow Jones Industrial Index,November,2009,2009-11,143,
Chicago Mercantile Exchange,British Pound/Japanese Yen,March,2005,2005-03,143,
Budapest Stock Exchange,Ammonium Nitrate,September,2008,2008-09,143,
"Euronext - Liffe, Uk",Barley,August,2002,2002-08,143,
"Liffe Derivatives Market - Liffe, Uk",Barley,May,2000,2000-05,142,
Chicago Board Options Exchange,13 Week Interest Rate (IRX),September,2009,2009-09,141,
New York Board of Trade,BFP Milk,January,2000,2000-01,139,
New York Board of Trade,Australian Dollar/New Zealand,February,2003,2003-02,139,
Minneapolis Grain Exchange,Barley,September,1996,1996-09,137,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),December,2008,2008-12,137,
Chicago Board of Trade,"5,000 oz. Silver",May,2007,2007-05,137,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),April,2008,2008-04,136,
"Euronext - Liffe, Uk",Barley,January,2003,2003-01,136,
Chicago Mercantile Exchange,1 Year T-Bills,April,1994,1994-04,135,
Nyse Liffe U.S.,"5,000 oz. Silver",October,2012,2012-10,135,
ICE Futures U.S.,Australian Dollar/New Zealand,January,2009,2009-01,134,
Chicago Mercantile Exchange,Boneless Beef Trimmings,July,1997,1997-07,129,
Chicago Mercantile Exchange,Argentine FRB Bond,October,1996,1996-10,128,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),May,2008,2008-05,128,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,March,2007,2007-03,128,
Chicago Mercantile Exchange,Argentine FRB Bond,November,1997,1997-11,125,
Chicago Mercantile Exchange,5 Year SWAP,November,2003,2003-11,125,
Chicago Board of Trade,"5,000 oz. Silver",June,2008,2008-06,125,
ICE Futures Canada,Barley,January,2012,2012-01,125,
Montreal Exchange,Banking Index (SXB),December,2005,2005-12,125,
New York Mercantile Exchange,Capesize Time Charter Average (Baltic) Swap (CFU),October,2010,2010-10,124,
Chicago Mercantile Exchange,British Pound/Japanese Yen,January,2003,2003-01,124,
Nyse Liffe U.S.,"5,000 oz. Silver",January,2012,2012-01,124,
"Euronext - Liffe, Uk",Barley,December,2002,2002-12,124,
Chicago Board of Trade,$25 Dow Jones Industrial Index,May,2010,2010-05,123,
Chicago Mercantile Exchange,British Pound/Japanese Yen,June,2003,2003-06,123,
Chicago Mercantile Exchange,British Pound/Japanese Yen,September,2003,2003-09,121,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),April,2010,2010-04,120,
New York Mercantile Exchange,Capesize Time Charter Average (Baltic) Swap (CFU),July,2010,2010-07,120,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),February,2010,2010-02,120,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),July,2008,2008-07,120,
Chicago Board of Trade,$25 Dow Jones Industrial Index,September,2009,2009-09,120,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),April,2007,2007-04,120,
Chicago Board of Trade,"5,000 oz. Silver",March,2007,2007-03,120,
ASX 24,Barley,January,2001,2001-01,120,
Chicago Mercantile Exchange,British Pound/Japanese Yen,December,2008,2008-12,118,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),January,2007,2007-01,117,
"Liffe Derivatives Market - Liffe, Uk",Barley,March,2000,2000-03,117,
Chicago Board of Trade,Binary,August,2008,2008-08,116,
Chicago Board of Trade,7 Year Interest Rate Swap,August,2012,2012-08,114,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),May,2007,2007-05,113,
Chicago Mercantile Exchange,90 Day T-Bills,May,2002,2002-05,112,
Chicago Mercantile Exchange,British Pound/Japanese Yen,June,2005,2005-06,111,
Eurex,Butter Futures,November,2011,2011-11,111,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),February,2010,2010-02,110,
Chicago Mercantile Exchange,Argentine FRB Bond,September,1997,1997-09,110,
Nyse Liffe U.S.,"5,000 oz. Silver",December,2011,2011-12,110,
"Euronext - Liffe, Uk",Barley,July,2002,2002-07,109,
Chicago Mercantile Exchange,British Pound/Japanese Yen,September,2004,2004-09,107,
Chicago Board of Trade,"5,000 oz. Silver",August,2007,2007-08,107,
Nyse Liffe U.S.,"5,000 oz. Silver",March,2009,2009-03,106,
Nyse Liffe U.S.,"5,000 oz. Silver",November,2008,2008-11,106,
Chicago Board of Trade,$25 Dow Jones Industrial Index,April,2010,2010-04,105,
"Liffe Derivatives Market - Liffe, Uk",Barley,April,2000,2000-04,104,
Eurex,Butter Futures,January,2012,2012-01,104,
New York Board of Trade,BFP Milk,March,2000,2000-03,102,
Chicago Mercantile Exchange,Boneless Beef Trimmings,May,1998,1998-05,101,
Chicago Mercantile Exchange,British Pound/Japanese Yen,September,2002,2002-09,101,
"Euronext - Liffe, Uk",Barley,May,2002,2002-05,101,
Singapore International Monetary Exchange,Brent Crude,July,2000,2000-07,101,
New York Mercantile Exchange,AER-Dayton Hub Daily Electricity Futures - Peak,September,2005,2005-09,100,
New York Mercantile Exchange,AER-Dayton Hub Daily Electricity Futures - Peak,October,2005,2005-10,100,
Chicago Mercantile Exchange,Argentine FRB Bond,April,1997,1997-04,100,
Chicago Mercantile Exchange,5 Year SWAP,January,2003,2003-01,100,
Chicago Board of Trade,Binary,October,2008,2008-10,100,
Chicago Board of Trade,Binary,July,2008,2008-07,100,
Chicago Mercantile Exchange,5 Year Swap,August,2007,2007-08,100,
ICE Futures Europe,Brent Crude Oil Options,February,2006,2006-02,100,
Bolsa de Mercadorias & Futuros,Anhydrous fuel alcohol Options,March,2004,2004-03,100,
Chicago Mercantile Exchange,British Pound/Japanese Yen,December,2002,2002-12,99,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),November,2008,2008-11,99,
Chicago Mercantile Exchange,Boneless Beef Trimmings,August,1997,1997-08,98,
Philadelphia Stock Exchange,Airline Index,June,1995,1995-06,98,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),March,2008,2008-03,98,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),October,2007,2007-10,98,
Chicago Board of Trade,"5,000 oz. Silver",September,2007,2007-09,98,
Chicago Board of Trade,$25 Dow Jones Industrial Index,March,2010,2010-03,97,
Eurex,Butter Futures,November,2012,2012-11,97,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),March,2010,2010-03,96,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),June,2009,2009-06,96,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),June,2010,2010-06,95,
New York Board of Trade,BFP Milk,May,2000,2000-05,92,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),February,2008,2008-02,92,
Eurex,Butter Futures,December,2011,2011-12,92,
Nyse Liffe U.S.,"5,000 oz. Silver",February,2009,2009-02,91,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),September,2009,2009-09,90,
US Futures Exchange,2 Year Treasury Note,February,2005,2005-02,89,
New York Board of Trade,BFP Milk,November,1999,1999-11,88,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),May,2009,2009-05,87,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),January,2009,2009-01,87,
Nyse Liffe U.S.,"5,000 oz. Silver",December,2008,2008-12,87,
Montreal Exchange,Banking Index (SXB),September,2004,2004-09,87,
Montreal Exchange,Banking Index (SXB),May,2002,2002-05,87,
Chicago Board of Trade,$25 Dow Jones Industrial Index,August,2010,2010-08,86,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),April,2007,2007-04,86,
Multi Commodity Exchange of India,Barley,December,2010,2010-12,86,
Minneapolis Grain Exchange,Barley,March,1997,1997-03,85,
New York Board of Trade,BFP Milk,June,2000,2000-06,84,
Chicago Mercantile Exchange,90 Day T-Bills,November,2002,2002-11,84,
Chicago Mercantile Exchange,British Pound/Japanese Yen,June,2004,2004-06,82,
Chicago Board of Trade,"5,000 oz. Silver",December,2007,2007-12,82,
New York Board of Trade,BFP Milk,February,2000,2000-02,80,
New York Mercantile Exchange,California Oregon Border Electricity,December,1998,1998-12,80,
Chicago Mercantile Exchange,Argentine FRB Bond,May,1997,1997-05,80,
Montreal Exchange,Banking Index (SXB),April,2002,2002-04,80,
Chicago Mercantile Exchange,British Pound/Japanese Yen,February,2005,2005-02,79,
Minneapolis Grain Exchange,Barley,April,1997,1997-04,78,
Chicago Board of Trade,"5,000 oz. Silver",June,2007,2007-06,78,
Multi Commodity Exchange of India,Barley,November,2010,2010-11,78,
US Futures Exchange,2 Year Treasury Note,March,2005,2005-03,77,
Eurex,Butter Futures,February,2012,2012-02,76,
Chicago Mercantile Exchange,British Pound/Japanese Yen,July,2003,2003-07,75,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),November,2007,2007-11,75,
Chicago Board of Trade,2 Year Treasury Note,September,2004,2004-09,75,
Eurex,Butter Futures,December,2012,2012-12,75,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),July,2007,2007-07,74,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),January,2008,2008-01,73,
Minneapolis Grain Exchange,Barley,November,1996,1996-11,71,
Chicago Mercantile Exchange,British Pound/Japanese Yen,August,2002,2002-08,71,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),July,2008,2008-07,71,
Chicago Board of Trade,$25 Dow Jones Industrial Index,September,2010,2010-09,70,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),October,2007,2007-10,69,
Eurex,Butter Futures,May,2012,2012-05,69,
Chicago Mercantile Exchange,British Pound/Japanese Yen,November,2004,2004-11,66,
Chicago Mercantile Exchange,Argentine FRB Bond,February,1997,1997-02,66,
Minneapolis Grain Exchange,Barley,January,1997,1997-01,65,
Chicago Mercantile Exchange,90 Day T-Bills,August,2003,2003-08,65,
Singapore International Monetary Exchange,Brent Crude,August,2000,2000-08,65,
Montreal Exchange,Banking Index (SXB),November,2005,2005-11,65,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),May,2010,2010-05,64,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),December,2012,2012-12,64,
Chicago Board of Trade,"5,000 oz. Silver",April,2007,2007-04,64,
Budapest Commodity Exchange,Ammonium Nitrate,December,2000,2000-12,64,
New York Board of Trade,BFP Milk,April,2000,2000-04,62,
Minneapolis Grain Exchange,Barley,February,1997,1997-02,61,
Minneapolis Grain Exchange,Barley,July,1996,1996-07,61,
Chicago Mercantile Exchange,1 Year T-Bills,May,1994,1994-05,61,
New York Mercantile Exchange,ANR OK Natural Gas Index Swap (IQ),May,2008,2008-05,60,
Chicago Board of Trade,7 Year Interest Rate Swap,December,2008,2008-12,60,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),August,2007,2007-08,60,
New York Mercantile Exchange,Australian Coke Coal (ALW),August,2011,2011-08,60,
"Euronext - Liffe, Uk",Barley,April,2003,2003-04,60,
Chicago Mercantile Exchange,90 Day T-Bills,February,2002,2002-02,59,
"Euronext - Liffe, Uk",Barley,March,2002,2002-03,59,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),September,2007,2007-09,58,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),November,2010,2010-11,58,
"Liffe Derivatives Market - Liffe, Uk",Barley,July,2000,2000-07,58,
Chicago Mercantile Exchange,Boneless Beef Trimmings,October,1997,1997-10,57,
Minneapolis Grain Exchange,Barley,July,1997,1997-07,57,
Chicago Mercantile Exchange,British Pound/Japanese Yen,May,2005,2005-05,57,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),January,2009,2009-01,57,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),September,2008,2008-09,57,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),June,2008,2008-06,57,
Chicago Board of Trade,"5,000 oz. Silver",September,2008,2008-09,56,
Eurex,Butter Futures,October,2012,2012-10,56,
Chicago Mercantile Exchange,British Pound/Japanese Yen,May,2004,2004-05,55,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),May,2007,2007-05,55,
Eurex US,2 Year Treasury Note,April,2004,2004-04,55,
ICE Futures Canada,Barley,September,2012,2012-09,55,
ICE Futures Canada,Barley,April,2012,2012-04,55,
Nyse Liffe U.S.,"5,000 oz. Silver",January,2010,2010-01,54,
Nyse Liffe U.S.,"5,000 oz. Silver",January,2009,2009-01,54,
ASX 24,Barley,December,2000,2000-12,54,
Eurex,Butter Futures,March,2012,2012-03,54,
ICE Futures Canada,Barley,June,2012,2012-06,54,
Chicago Mercantile Exchange,British Pound/Japanese Yen,August,2003,2003-08,53,
Minneapolis Grain Exchange,Barley,October,1996,1996-10,51,
Chicago Board of Trade,$25 Dow Jones Industrial Index,June,2010,2010-06,51,
Chicago Mercantile Exchange,British Pound/Japanese Yen,February,2004,2004-02,51,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),September,2008,2008-09,51,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),July,2008,2008-07,51,
Chicago Board of Trade,7 Year Interest Rate Swap,January,2009,2009-01,50,
Singapore International Monetary Exchange,Brent Crude,September,2000,2000-09,50,
Montreal Exchange,Banking Index (SXB),January,2009,2009-01,50,
Montreal Exchange,Banking Index (SXB),January,2003,2003-01,50,
Minneapolis Grain Exchange,Apple Juice Concentrate,December,2012,2012-12,48,
