Standardized_Contract,Contract_Type,Group_Name,Exchange_Name,Parent_Name,Abbreviated_Name,Country,Region,Year,Month,Report_Year_Month,Volume,Open_Interest
"MSCI World Index",Future,Equity,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,273678,108122
"MSCI World Industrials Net TR USD Index",Future,Equity,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,3186,1190
"MSCI World IT Net TR USD Index",Future,Equity,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,14882,9414
"MSCI World Materials Net TR USD Index",Future,Equity,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,214,89
"MSCI World Midcap (FMWM)",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,4242,2121
"MSCI World Min Volatility NTR (USD) Index",Future,Equity,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,6034,2977
"MSCI World Net Total Return EUR Index",Future,Equity,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,10223,5204
"MSCI World Real Estate NTR Index",Future,Equity,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,12745,5902
"MSCI World Telecom Net TR USD Index",Future,Equity,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,13386,7213
"MSCI World Utilities Net TR USD Index",Future,Equity,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,15203,7693
"MTola Gold",Future,Metals,"Pakistan Mercantile Exchange","Pakistan Mercantile Exchange",PMEX,Pakistan,Asia,2017,09,2017-09,1,0
MYR/USD,Future,Currencies,"Singapore Exchange","Singapore Exchange",SGX,Singapore,Asia,2017,09,2017-09,67,19
"Naphtha Cargoes CIF NWE (Platts) Crack Spread (1000 MT) (NOB)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,1235,2079
"Naphtha Cargoes CIF NWE (Platts) Crack Spread (1000 MT) Balance of the Month (NBB)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,10,10
"Nasdaq 100 (NDX)",Option,Equity,"Chicago Board Options Exchange","CBOE Holdings",CBOE,"United States","North America",2017,09,2017-09,6386,NULL
"Nasdaq Biotech",Future,Equity,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,977,457
"Nasdaq Non-Financial 100 Index (NDX)",Option,Equity,"International Securities Exchange",Eurex,ISE,"United States","North America",2017,09,2017-09,86821,NULL
"Nasdaq Non-Financial 100 Index (NDX)",Option,Equity,"International Securities Exchange Gemini",Eurex,"ISE GEMINI","United States","North America",2017,09,2017-09,14821,NULL
"Nasdaq Non-Financial 100 Index (NDX)",Option,Equity,"Nasdaq PHLX",Nasdaq,PHLX,"United States","North America",2017,09,2017-09,184093,NULL
"Nasdaq Non-Financial 100 Index (NDX)",Option,Equity,"NYSE Amex","Intercontinental Exchange",AMEX,"United States","North America",2017,09,2017-09,469,NULL
"Nasdaq Non-Financial 100 Index (NDX)",Option,Equity,"NYSE Arca","Intercontinental Exchange",ARCA,"United States","North America",2017,09,2017-09,756,NULL
"Nasdaq Non-Financial 100 Index (NDX)",Option,Equity,OCC,OCC,OCC,"United States","North America",2017,09,2017-09,NULL,145084
"Natural Gas",Future,Energy,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,1072375,582570
"Natural Gas",Future,Energy,"Multi Commodity Exchange of India","Multi Commodity Exchange of India",MCX,India,Asia,2017,09,2017-09,810816,5646
"Natural Gas",Option,Energy,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,120950,348300
"Natural Gas",Option,Energy,"North American Derivative Exchange","North American Derivative Exchange",NADEX,"United States","North America",2017,09,2017-09,2979,NULL
"Natural Gas (1,000 MMBTU)",Future,Energy,"Pakistan Mercantile Exchange","Pakistan Mercantile Exchange",PMEX,Pakistan,Asia,2017,09,2017-09,14,17
"Natural Gas (10,000 MMBTU)",Future,Energy,"Pakistan Mercantile Exchange","Pakistan Mercantile Exchange",PMEX,Pakistan,Asia,2017,09,2017-09,810,0
"Natural Gas (American Style) (ON)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,162887,93900
"Natural Gas (European) (LN)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,2011206,1931687
"Natural Gas (Henry Hub) Daily (KD)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,58470,0
"Natural Gas (Henry Hub) Last-day Financial (E7)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,4655,7767
"Natural Gas (Henry Hub) Last-day Financial (HH)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,292863,393372
"Natural Gas (Henry Hub) Last-day Financial 1 Month Spread (G4)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,37500,134408
"Natural Gas (Henry Hub) Last-day Financial 2 Month Spread (G2)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,4500,3550
"Natural Gas (Henry Hub) Last-day Financial 3 Month Spread (G3)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,13175,0
"Natural Gas (Henry Hub) Last-day Financial 6 Month Spread Otions (G6)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,8200,8150
"Natural Gas (Henry Hub) Penultimate Financial (HP)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,111648,110400
"Natural Gas Calendar Strip (6J)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,400,9238
"Natural Gas Short-Term D02 (U02)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,558,525
"Natural Gas Short-Term D05 (U05)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,3565,0
"Natural Gas Short-Term D06 (U06)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,1410,0
"Natural Gas Short-Term D07 (U07)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,200,0
"Natural Gas Short-Term D08 (U08)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,600,0
"Natural Gas Short-Term D11 (U11)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,1550,0
"Natural Gas Short-Term D12 (U12)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,800,0
"Natural Gas Short-Term D13 (U13)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,210,0
"Natural Gas Short-Term D14 (U14)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,900,0
"Natural Gas Short-Term D15 (U15)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,650,0
"Natural Gas Short-Term D18 (U18)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,150,0
"Natural Gas Short-Term D19 (U19)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,500,0
"Natural Gas Short-Term D20 (U20)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,425,0
"Natural Gas Short-Term D21 (U21)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,825,0
"Natural Gas Short-Term D22 (U22)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,1305,0
"Natural Gas Short-Term D25 (U25)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,350,0
"Natural Gas Short-Term D28 (U28)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,1650,0
"Natural Gas Short-Term D29 (U29)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,25,0
"New Zealand 90 Day Bank Bill",Future,"Interest Rates","ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,140175,127848
"New Zealand Dollar",Future,Currencies,B3,B3,B3,Brazil,"Latin America",2017,09,2017-09,1155,716
"New Zealand Dollar",Future,Currencies,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,698914,34429
"New Zealand Dollar/Japanese Yen",Future,Currencies,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,502,475
"New Zealand Dollar/Japanese Yen",Future,Currencies,"Tokyo Financial Exchange","Tokyo Financial Exchange",TFX,Japan,Asia,2017,09,2017-09,117487,29204
"New Zealand Dollar/US Dollar",Future,Currencies,"Tokyo Financial Exchange","Tokyo Financial Exchange",TFX,Japan,Asia,2017,09,2017-09,18268,1069
"NGPL Mid-Con Natural Gas (Platts IFERC) Basis (NL)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,368,26592
"NGPL TexOk Natural Gas (Platts IFERC) Basis (PD)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,368,26207
NIBOR-FRA,Future,"Interest Rates","Nasdaq Exchanges Nordic Markets",Nasdaq,OMX,Sweden,Europe,2017,09,2017-09,112000,210000
Nickel,Future,Metals,"Multi Commodity Exchange of India","Multi Commodity Exchange of India",MCX,India,Asia,2017,09,2017-09,1100790,22195
Nickel,Future,Metals,"Shanghai Futures Exchange","Shanghai Futures Exchange",SHFE,China,Asia,2017,09,2017-09,9145992,258762
"Nickel Mini",Future,Metals,"Multi Commodity Exchange of India","Multi Commodity Exchange of India",MCX,India,Asia,2017,09,2017-09,924194,12534
"Nifty Midcap 50 Index",Future,Equity,"National Stock Exchange of India","National Stock Exchange of India",NSE,India,Asia,2017,09,2017-09,12,0
"Niigata Koshihikari Rice",Future,Agriculture,"Osaka Dojima Commodity Exchange","Japan Exchange",ODE,Japan,Asia,2017,09,2017-09,6580,2996
"Nikkei 225",Future,Equity,"Japan Exchange","Japan Exchange",JPX,Japan,Asia,2017,09,2017-09,2561462,409485
"Nikkei 225",Future,Equity,"Singapore Exchange","Singapore Exchange",SGX,Singapore,Asia,2017,09,2017-09,2274188,214623
"Nikkei 225",Option,Equity,"Japan Exchange","Japan Exchange",JPX,Japan,Asia,2017,09,2017-09,2977961,2353236
"Nikkei 225",Option,Equity,"Singapore Exchange","Singapore Exchange",SGX,Singapore,Asia,2017,09,2017-09,788289,1381786
"Nikkei 225 ($)",Future,Equity,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,275584,37383
"Nikkei 225 (Yen)",Future,Equity,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,857638,49265
"Nikkei 225 Dividend Index",Future,Equity,"Japan Exchange","Japan Exchange",JPX,Japan,Asia,2017,09,2017-09,0,9031
"Nikkei 225 Margin",Future,Equity,"Tokyo Financial Exchange","Tokyo Financial Exchange",TFX,Japan,Asia,2017,09,2017-09,440069,220107
"Nikkei 225 Mini",Future,Equity,"Japan Exchange","Japan Exchange",JPX,Japan,Asia,2017,09,2017-09,16841711,464028
"Nikkei 225 Weekly",Option,Equity,"Japan Exchange","Japan Exchange",JPX,Japan,Asia,2017,09,2017-09,52396,3187
"Nikkei Stock Average Dividend Point Index",Future,Equity,"Singapore Exchange","Singapore Exchange",SGX,Singapore,Asia,2017,09,2017-09,6690,32126
"Nikkei VI",Future,Equity,"Japan Exchange","Japan Exchange",JPX,Japan,Asia,2017,09,2017-09,1297,388
"Nitrogen Fertiliser Solution",Future,Other,"Euronext Derivatives Market",Euronext,EURONEXT,"United Kingdom",Europe,2017,09,2017-09,11,0
"No. 1 Soybean",Future,Agriculture,"Dalian Commodity Exchange","Dalian Commodity Exchange",DCE,China,Asia,2017,09,2017-09,1515616,121918
"No. 11 Sugar (YO)",Future,Agriculture,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,2,2
"No. 2 Soybean",Future,Agriculture,"Dalian Commodity Exchange","Dalian Commodity Exchange",DCE,China,Asia,2017,09,2017-09,299,665
"Nonfat Dry Milk",Future,Agriculture,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,4848,6770
"Nonfat Dry Milk",Option,Agriculture,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,3582,11026
"Nordic Power (Day)",Future,Energy,"Nasdaq Commodities",Nasdaq,NOC,Sweden,Europe,2017,09,2017-09,6149,1403
"Nordic Power Base (Month)",Future,Energy,"Nasdaq Commodities",Nasdaq,NOC,Sweden,Europe,2017,09,2017-09,8964,55755
"Nordic Power Base (Quarter)",Future,Energy,"Nasdaq Commodities",Nasdaq,NOC,Sweden,Europe,2017,09,2017-09,17680,11972
"Nordic Power Base (Week)",Future,Energy,"Nasdaq Commodities",Nasdaq,NOC,Sweden,Europe,2017,09,2017-09,5879,1735
"Nordic Power Base (Year)",Future,Energy,"Nasdaq Commodities",Nasdaq,NOC,Sweden,Europe,2017,09,2017-09,5757,23220
"North American Natural Gas",Future,Energy,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,11614155,12172485
"North American Natural Gas and Power",Option,Energy,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,2542773,5101295
"North American Power",Future,Energy,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,993451,2999546
"North American Special Aluminum Alloy (NASAAC)",Future,Metals,"London Metal Exchange","Hong Kong Exchanges and Clearing",LME,"United Kingdom",Europe,2017,09,2017-09,29019,5918
"North American Special Aluminum Alloy (NASAAC)",Option,Metals,"London Metal Exchange","Hong Kong Exchanges and Clearing",LME,"United Kingdom",Europe,2017,09,2017-09,0,160
"Norway Krone/Japanese Yen",Future,Currencies,"Tokyo Financial Exchange","Tokyo Financial Exchange",TFX,Japan,Asia,2017,09,2017-09,5046,876
"Norwegian Futures on Individual Equities",Future,Equity,"LSE Derivatives Market","London Stock Exchange Group",LSEDM,"United Kingdom",Europe,2017,09,2017-09,0,121459
"Norwegian Krone/Swedish Krona",Future,Currencies,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,7529,3328
"Norwegian Krone/US Dollar",Future,Currencies,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,3412,1014
"Norwegian Options on Individual Equities",Option,Equity,"LSE Derivatives Market","London Stock Exchange Group",LSEDM,"United Kingdom",Europe,2017,09,2017-09,82576,301427
"Nov-July Soybean Calendar Spread",Option,Agriculture,"Chicago Board of Trade","CME Group",CBOT,"United States","North America",2017,09,2017-09,550,1646
"Nov-Nov Soybean Calendar Spread",Option,Agriculture,"Chicago Board of Trade","CME Group",CBOT,"United States","North America",2017,09,2017-09,0,50
"Novillo Index (Cattle)",Future,Agriculture,"Rosario Futures Exchange","Rosario Futures Exchange",ROFEX,Argentina,"Latin America",2017,09,2017-09,1205,278
"NT Dollar Gold (TGF)",Future,Metals,"Taiwan Futures Exchange","Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,09,2017-09,5861,778
"NTD-denominated Gold (TGO)",Option,Metals,"Taiwan Futures Exchange","Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,09,2017-09,2748,1285
"NV42 Bond",Future,"Interest Rates","Mexican Derivatives Exchange","BMV Group",MEXDER,Mexico,"Latin America",2017,09,2017-09,600,0
"NY 1% Fuel Oil (Platts) vs. Gulf Coast 3% Fuel Oil (Platts) (VR)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,1830,3589
"NY 3.0% Fuel Oil (Platts) (H1)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,75,150
"NY 3.0% Fuel Oil (Platts) vs. Gulf Coast No. 6 Fuel Oil 3.0% (Platts) (FOC)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,1075,1295
"NY Buckeye Jet Fuel (Platts) vs. NY Harbor ULSD (JET)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,6725,3473
"NY Buckeye Jet Fuel (Platts) vs. NY Harbor ULSD Balance of the Month (JTB)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,850,850
"NY Ethanol (Platts) (EZ)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,1485,2385
"NY Fuel Oil 1.0% (Platts) vs. European 1% Fuel Oil Cargoes FOB NWE (Platts) (NYF)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,425
"NY Harbor (RBOB) Gasoline (Monthly)",Future,Energy,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,290690,29995
"NY Harbor Residual Fuel 1.0% (Platts) (MM)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,2196,3693
"NY Harbor ULSD (HO)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,3577892,454699
"NY Harbor ULSD (OH)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,26972,62627
"NY Harbor ULSD Average Price (AT)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,1972,20479
"NY Harbor ULSD Brent Crack Spread (HOB)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,645,15710
"NY Harbor ULSD Bullet (BH)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,50,354
"NY Harbor ULSD Calendar Spread - 1 Month (FA)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,100,200
"NY Harbor ULSD Crack Spread (CH)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,100
"NY Harbor ULSD Crack Spread (HK)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,1143,7285
"NY Harbor ULSD Financial (European Style) (LB)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,1000,436
"NY Harbor ULSD Financial (MP)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,783,9599
"NY Harbor ULSD vs. Low Sulphur Gasoil (1,000bbl) (NLS)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,935
"NY RBOB (Platts) vs. RBOB Gasoline (RI)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,10
"NY ULSD (Argus) vs. NY Harbor ULSD (7Y)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,12,1311
"NYISO Lower Hudson Valley Capacity Calendar-Month (LHV)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,6,309
